,,Internal Inconsistency Event,External Inconsistency Event,Total Inconsistency Event
Original,
,1000,3168,28083,31251,
,10000,1541,4860,6401,

Separation,
,1000,3321,20926,24247,
,10000,190,109,299,

Ordering_L_M,
,1000,3596,32249,35845,
,10000,97,91,188,

Ordering_M_L,
,1000,3989,30574,34563,
,10000,589,2206,2795,

Ordering_L_L,
,1000,4028,30646,34674,
,10000,1376,1789,3165,

Ordering_M_M,
,1000,3714,29927,33641,
,10000,140,108,248,

