,,Internal Inconsistency Event,External Inconsistency Event,Total Inconsistency Event
Original,
,1000,2797,23919,26716,
,10000,5894,25567,31461,

Separation,
,1000,3376,34463,37839,
,10000,3093,20890,23983,

Ordering_L_M,
,1000,2536,28189,30725,
,10000,3980,22773,26753,

Ordering_M_L,
,1000,2994,28195,31189,
,10000,10524,26416,36940,

Ordering_L_L,
,1000,2598,24689,27287,
,10000,5532,27058,32590,

Ordering_M_M,
,1000,1951,19200,21151,
,10000,3602,32499,36101,

