Job ID,Megha Centralised Job Completion Time,Megha Distributed Job Completion Time,Ideal Job Completion Time,Megha Centralised Delay in Job Completion Time,Megha Distributed Delay in Job Completion Time
1,34.5285,34.5285,34.527,0.0015000000000000568,0.0015000000000000568
2,32.093500000000006,32.093500000000006,32.092,0.0015000000000071623,0.0015000000000071623
3,57.6515,57.651500000000006,57.65,0.0015000000000000568,0.0015000000000071623
4,32.0055,32.0055,32.004000000000005,0.0014999999999929514,0.0014999999999929514
5,66.4265,66.4265,66.425,0.0015000000000071623,0.0015000000000071623
6,70.84750000000001,70.84750000000001,70.846,0.0015000000000071623,0.0015000000000071623
7,106.1655,106.16550000000001,106.164,0.0014999999999929514,0.0015000000000071623
8,79.65750000000001,79.65750000000001,79.656,0.0015000000000071623,0.0015000000000071623
9,119.0805,119.0805,119.079,0.0015000000000071623,0.0015000000000071623
10,84.5745,84.5745,84.573,0.0015000000000071623,0.0015000000000071623
11,84.0715,84.0715,84.07,0.0015000000000071623,0.0015000000000071623
12,89.55250000000001,89.55250000000001,89.551,0.0015000000000071623,0.0015000000000071623
13,103.0275,103.0275,103.026,0.0015000000000071623,0.0015000000000071623
14,246.5385,246.5385,246.537,0.0014999999999929514,0.0014999999999929514
15,118.9365,118.93650000000001,118.935,0.0014999999999929514,0.0015000000000071623
16,594.4275,594.4275,594.426,0.0014999999999645297,0.0014999999999645297
17,138.90249999999995,138.90249999999997,138.901,0.001499999999936108,0.0014999999999645297
18,634.4985,634.4985,634.4970000000001,0.0014999999999645297,0.0014999999999645297
19,160.89249999999996,160.89249999999996,160.891,0.0014999999999645297,0.0014999999999645297
20,169.33849999999995,169.33849999999995,169.337,0.0014999999999645297,0.0014999999999645297
21,171.80149999999998,171.80149999999998,171.8,0.0014999999999645297,0.0014999999999645297
22,192.4595,192.4595,192.458,0.0014999999999929514,0.0014999999999929514
23,215.8405,215.8405,215.839,0.0014999999999929514,0.0014999999999929514
24,226.2365,226.23649999999998,226.235,0.0014999999999929514,0.0014999999999645297
25,216.6465,216.64649999999997,216.645,0.0014999999999929514,0.0014999999999645297
26,220.1025,220.1025,220.101,0.0014999999999929514,0.0014999999999929514
27,232.6685,232.6685,232.667,0.0014999999999929514,0.0014999999999929514
28,218.1885,218.18849999999998,218.187,0.0014999999999929514,0.0014999999999645297
29,248.6785,248.67849999999999,248.677,0.0015000000000213731,0.0014999999999929514
30,462.2225,462.22249999999997,462.221,0.0015000000000213731,0.0014999999999645297
31,247.5775,247.5775,247.576,0.0014999999999929514,0.0014999999999929514
32,297.98349999999994,297.98349999999994,297.98199999999997,0.0014999999999645297,0.0014999999999645297
33,281.4645,281.46449999999993,281.46299999999997,0.0015000000000213731,0.0014999999999645297
34,255.0715,255.0715,255.07,0.0014999999999929514,0.0014999999999929514
35,283.7245,283.7245,283.723,0.0014999999999645297,0.0014999999999645297
36,275.1355,275.1355,275.134,0.0014999999999645297,0.0014999999999645297
37,304.5825,304.5825,304.581,0.0014999999999645297,0.0014999999999645297
38,361.2765,361.2765,361.275,0.0015000000000213731,0.0015000000000213731
39,339.8525,339.85249999999996,339.851,0.0015000000000213731,0.0014999999999645297
40,317.34149999999994,317.34149999999994,317.34,0.0014999999999645297,0.0014999999999645297
41,312.8275,312.8275,312.826,0.0014999999999645297,0.0014999999999645297
42,642.2225,642.2225,642.221,0.0014999999999645297,0.0014999999999645297
43,352.71649999999994,352.71649999999994,352.715,0.0014999999999645297,0.0014999999999645297
44,361.1775,361.1775,361.176,0.0015000000000213731,0.0015000000000213731
45,343.59349999999995,343.5935,343.592,0.0014999999999645297,0.0015000000000213731
46,365.2425,365.2425,365.241,0.0015000000000213731,0.0015000000000213731
47,353.74049999999994,353.74049999999994,353.739,0.0014999999999645297,0.0014999999999645297
48,399.1335,399.13349999999997,399.132,0.0015000000000213731,0.0014999999999645297
49,372.5605,372.5605,372.559,0.0014999999999645297,0.0014999999999645297
50,385.1255,385.1255,385.124,0.0014999999999645297,0.0014999999999645297
51,439.4715,439.4715,439.47,0.0014999999999645297,0.0014999999999645297
52,418.9815,418.9815,418.98,0.0014999999999645297,0.0014999999999645297
53,496.4555,496.4555,496.454,0.0014999999999645297,0.0014999999999645297
54,450.0225,450.0225,450.021,0.0014999999999645297,0.0014999999999645297
55,418.5595,418.5595,418.558,0.0015000000000213731,0.0015000000000213731
56,438.0995,438.0995,438.098,0.0014999999999645297,0.0014999999999645297
57,479.7075,479.7075,479.706,0.0014999999999645297,0.0014999999999645297
58,517.2444999999999,517.2444999999999,517.2429999999999,0.0014999999999645297,0.0014999999999645297
59,619.7044999999999,619.7044999999999,619.703,0.0014999999999645297,0.0014999999999645297
60,456.1155,456.1155,456.114,0.0015000000000213731,0.0015000000000213731
61,555.5765,555.5765,555.575,0.0014999999999645297,0.0014999999999645297
62,470.1045,470.1045,470.103,0.0014999999999645297,0.0014999999999645297
63,484.5935,484.5935,484.592,0.0015000000000213731,0.0015000000000213731
64,506.2255,506.2255,506.224,0.0015000000000213731,0.0015000000000213731
65,494.7135,494.7135,494.712,0.0015000000000213731,0.0015000000000213731
66,505.1655,505.1655,505.164,0.0015000000000213731,0.0015000000000213731
67,504.5805,504.5805,504.579,0.0014999999999645297,0.0014999999999645297
68,524.0585,524.0585,524.057,0.0014999999999645297,0.0014999999999645297
69,519.5155,519.5155,519.514,0.0014999999999645297,0.0014999999999645297
70,546.8834999999999,546.8834999999999,546.882,0.0014999999999645297,0.0014999999999645297
71,591.5115,591.5115,591.51,0.0014999999999645297,0.0014999999999645297
72,544.8394999999999,544.8394999999999,544.838,0.0014999999999645297,0.0014999999999645297
73,569.1545,569.1545,569.153,0.0014999999999645297,0.0014999999999645297
74,573.4984999999999,573.4984999999999,573.497,0.0014999999999645297,0.0014999999999645297
75,562.9504999999999,562.9504999999999,562.949,0.0014999999999645297,0.0014999999999645297
76,603.4635,603.4635,603.462,0.0014999999999645297,0.0014999999999645297
77,587.9035,587.9035,587.902,0.0014999999999645297,0.0014999999999645297
78,602.5614999999999,602.5614999999999,602.56,0.0014999999999645297,0.0014999999999645297
79,601.0575,601.0575,601.056,0.0014999999999645297,0.0014999999999645297
80,609.5675,609.5675,609.566,0.0014999999999645297,0.0014999999999645297
81,626.8605,626.8605,626.859,0.0014999999999645297,0.0014999999999645297
82,647.4195,647.4195,647.418,0.0014999999999645297,0.0014999999999645297
83,623.9225,623.9225,623.921,0.0014999999999645297,0.0014999999999645297
84,631.4385,631.4385,631.437,0.0014999999999645297,0.0014999999999645297
85,641.8555,641.8555,641.854,0.0014999999999645297,0.0014999999999645297
86,651.3845,651.3845,651.383,0.0014999999999645297,0.0014999999999645297
87,657.9905,657.9905,657.989,0.0014999999999645297,0.0014999999999645297
88,675.3534999999999,675.3534999999999,675.352,0.0014999999999645297,0.0014999999999645297
89,697.6775,697.6775,697.676,0.0014999999999645297,0.0014999999999645297
90,763.0715,763.0715,763.07,0.0014999999999645297,0.0014999999999645297
91,696.5685,696.5685,696.567,0.0014999999999645297,0.0014999999999645297
92,708.0794999999999,708.0794999999999,708.078,0.0014999999999645297,0.0014999999999645297
93,713.5754999999999,713.5754999999999,713.574,0.0014999999999645297,0.0014999999999645297
94,719.1205,719.1205,719.119,0.0014999999999645297,0.0014999999999645297
95,712.8004999999999,712.8004999999999,712.799,0.0014999999999645297,0.0014999999999645297
96,721.3455,721.3455,721.344,0.0014999999999645297,0.0014999999999645297
97,729.8175,729.8175,729.816,0.0014999999999645297,0.0014999999999645297
98,3318.3445,3318.3445,3318.343,0.0015000000003055902,0.0015000000003055902
99,3977.8965,3977.8965000000003,3977.895,0.0014999999998508429,0.0015000000003055902
100,752.3945,752.3945,752.393,0.0014999999999645297,0.0014999999999645297
101,842.8824999999999,842.8824999999999,842.881,0.0014999999999645297,0.0014999999999645297
102,768.3225,768.3225,768.321,0.0014999999999645297,0.0014999999999645297
103,794.8315,794.8315,794.83,0.0014999999999645297,0.0014999999999645297
104,841.3304999999999,841.3304999999999,841.329,0.0014999999999645297,0.0014999999999645297
105,799.6234999999999,799.6234999999999,799.622,0.0014999999999645297,0.0014999999999645297
106,799.1675,799.1675,799.166,0.0014999999999645297,0.0014999999999645297
107,809.7294999999999,809.7294999999999,809.728,0.0014999999999645297,0.0014999999999645297
108,835.1034999999999,835.1034999999999,835.102,0.0014999999999645297,0.0014999999999645297
109,815.6925,815.6925,815.691,0.0014999999999645297,0.0014999999999645297
110,834.0675,834.0675,834.066,0.0014999999999645297,0.0014999999999645297
111,861.5475,861.5475,861.546,0.0014999999999645297,0.0014999999999645297
112,844.0285,844.0285,844.027,0.0014999999999645297,0.0014999999999645297
113,874.5965,874.5965,874.595,0.0014999999999645297,0.0014999999999645297
114,950.1945,950.1945,950.193,0.0014999999999645297,0.0014999999999645297
115,907.6155,907.6155,907.614,0.0014999999999645297,0.0014999999999645297
116,949.1745,949.1745,949.173,0.0014999999999645297,0.0014999999999645297
117,964.5455,964.5455,964.544,0.0014999999999645297,0.0014999999999645297
118,902.1405,902.1405,902.139,0.0014999999999645297,0.0014999999999645297
119,958.5475,958.5475,958.546,0.0014999999999645297,0.0014999999999645297
120,1199.1105000000002,1199.1105,1199.109,0.0015000000003055902,0.0015000000000782165
121,906.6625,906.6625,906.661,0.0015000000000782165,0.0015000000000782165
122,945.1595,945.1595,945.158,0.0014999999999645297,0.0014999999999645297
123,932.4575,932.4575,932.456,0.0014999999999645297,0.0014999999999645297
124,939.8775,939.8774999999999,939.876,0.0015000000000782165,0.0014999999999645297
125,965.3855,965.3855,965.384,0.0014999999999645297,0.0014999999999645297
126,1037.8485,1037.8485,1037.847,0.0015000000000782165,0.0015000000000782165
127,951.3535,951.3534999999999,951.352,0.0015000000000782165,0.0014999999999645297
128,968.8535,968.8534999999999,968.852,0.0015000000000782165,0.0014999999999645297
129,1002.2885,1002.2885,1002.287,0.0014999999999645297,0.0014999999999645297
130,975.7965,975.7965,975.795,0.0015000000000782165,0.0015000000000782165
131,1046.3715000000002,1046.3715000000002,1046.37,0.0015000000003055902,0.0015000000003055902
132,1010.8015,1010.8015,1010.8,0.0015000000000782165,0.0015000000000782165
133,1006.3495,1006.3495,1006.348,0.0015000000000782165,0.0015000000000782165
134,1032.8315000000002,1032.8315,1032.83,0.0015000000003055902,0.0015000000000782165
135,1022.4515,1022.4515,1022.45,0.0014999999999645297,0.0014999999999645297
136,1068.0515,1068.0515,1068.05,0.0015000000000782165,0.0015000000000782165
137,1041.5115000000003,1041.5115000000003,1041.51,0.0015000000003055902,0.0015000000003055902
138,1044.9215000000004,1044.9215000000006,1044.92,0.0015000000003055902,0.001500000000532964
139,1047.3615000000002,1047.3615000000002,1047.36,0.0015000000003055902,0.0015000000003055902
140,1094.7615000000003,1094.7615000000003,1094.76,0.0015000000003055902,0.0015000000003055902
141,1112.3215000000002,1112.3215,1112.32,0.0015000000003055902,0.0015000000000782165
142,1079.9015000000004,1079.9015000000004,1079.9,0.0015000000003055902,0.0015000000003055902
143,1079.2715000000003,1079.2715000000003,1079.27,0.0015000000003055902,0.0015000000003055902
144,1084.5315000000005,1084.5315000000003,1084.53,0.001500000000532964,0.0015000000003055902
145,1123.7515000000003,1123.7515000000003,1123.75,0.0015000000003055902,0.0015000000003055902
146,1134.1515000000004,1134.1515000000004,1134.15,0.0015000000003055902,0.0015000000003055902
147,1123.7215000000003,1123.7215000000003,1123.72,0.0015000000003055902,0.0015000000003055902
148,1107.2015000000004,1107.2015000000004,1107.2,0.0015000000003055902,0.0015000000003055902
149,1150.6915000000004,1150.6915000000006,1150.69,0.0015000000003055902,0.001500000000532964
150,1186.0815000000002,1186.0815,1186.08,0.0015000000003055902,0.0015000000000782165
151,1160.6215000000002,1160.6215000000002,1160.62,0.0015000000003055902,0.0015000000003055902
152,1200.2515000000003,1200.2515000000003,1200.25,0.0015000000003055902,0.0015000000003055902
153,1147.8315000000002,1147.8315,1147.83,0.0015000000003055902,0.0015000000000782165
154,1157.5515000000005,1157.5515000000003,1157.55,0.001500000000532964,0.0015000000003055902
155,1187.0415000000005,1187.0415000000003,1187.04,0.001500000000532964,0.0015000000003055902
156,1214.5515000000005,1214.5515000000003,1214.55,0.001500000000532964,0.0015000000003055902
157,1181.9515000000004,1181.9515000000004,1181.95,0.0015000000003055902,0.0015000000003055902
158,1498.4715000000003,1498.4715000000003,1498.47,0.0015000000003055902,0.0015000000003055902
159,1199.9915000000003,1199.9915000000003,1199.99,0.0015000000003055902,0.0015000000003055902
160,2694.4315000000006,2694.4315000000006,2694.4300000000003,0.0015000000003055902,0.0015000000003055902
161,1206.8515000000002,1206.8515000000002,1206.85,0.0015000000003055902,0.0015000000003055902
162,1221.2115000000003,1221.2115000000003,1221.21,0.0015000000003055902,0.0015000000003055902
163,1234.7315000000003,1234.7315000000003,1234.73,0.0015000000003055902,0.0015000000003055902
164,1243.2315000000003,1243.2315000000003,1243.23,0.0015000000003055902,0.0015000000003055902
165,1304.7715000000003,1304.7715000000003,1304.77,0.0015000000003055902,0.0015000000003055902
166,1307.3215000000002,1307.3215,1307.32,0.0015000000003055902,0.0015000000000782165
167,1296.7815000000005,1296.7815000000003,1296.78,0.001500000000532964,0.0015000000003055902
168,1293.4815000000003,1293.4815000000003,1293.48,0.0015000000003055902,0.0015000000003055902
169,1270.0515000000005,1270.0515000000003,1270.05,0.001500000000532964,0.0015000000003055902
170,1316.4215000000004,1316.4215000000006,1316.42,0.0015000000003055902,0.001500000000532964
171,1314.8315000000002,1314.8315,1314.83,0.0015000000003055902,0.0015000000000782165
172,1302.2715000000003,1302.2715000000003,1302.27,0.0015000000003055902,0.0015000000003055902
173,1370.8515000000002,1370.8515000000002,1370.85,0.0015000000003055902,0.0015000000003055902
174,1318.3715000000002,1318.3715000000002,1318.37,0.0015000000003055902,0.0015000000003055902
175,1338.7815000000005,1338.7815000000003,1338.78,0.001500000000532964,0.0015000000003055902
176,1366.0615000000005,1366.0615,1366.06,0.001500000000532964,0.0015000000000782165
177,1338.5715000000002,1338.5715,1338.57,0.0015000000003055902,0.0015000000000782165
178,1373.0215000000003,1373.0215000000003,1373.02,0.0015000000003055902,0.0015000000003055902
179,1367.6315000000004,1367.6315000000004,1367.63,0.0015000000003055902,0.0015000000003055902
180,1356.9915000000003,1356.9915000000003,1356.99,0.0015000000003055902,0.0015000000003055902
181,1368.5315000000005,1368.5315000000003,1368.53,0.001500000000532964,0.0015000000003055902
182,1375.1515000000004,1375.1515000000004,1375.15,0.0015000000003055902,0.0015000000003055902
183,1373.6515000000004,1373.6515000000004,1373.65,0.0015000000003055902,0.0015000000003055902
184,1391.1915000000004,1391.1915000000006,1391.19,0.0015000000003055902,0.001500000000532964
185,1386.7415000000003,1386.7415000000003,1386.74,0.0015000000003055902,0.0015000000003055902
186,1398.2515000000003,1398.2515000000003,1398.25,0.0015000000003055902,0.0015000000003055902
187,1448.8215000000002,1448.8215,1448.82,0.0015000000003055902,0.0015000000000782165
188,1413.4615000000003,1413.4615000000003,1413.46,0.0015000000003055902,0.0015000000003055902
189,1414.9115000000004,1414.9115000000006,1414.91,0.0015000000003055902,0.001500000000532964
190,1428.4115000000004,1428.4115000000006,1428.41,0.0015000000003055902,0.001500000000532964
191,2354.9015000000004,2354.9015000000004,2354.9,0.0015000000003055902,0.0015000000003055902
192,1440.4415000000004,1440.4415000000006,1440.44,0.0015000000003055902,0.001500000000532964
193,1469.9715000000003,1469.9715000000003,1469.97,0.0015000000003055902,0.0015000000003055902
194,1479.5015000000003,1479.5015000000003,1479.5,0.0015000000003055902,0.0015000000003055902
195,1474.9715000000003,1474.9715000000003,1474.97,0.0015000000003055902,0.0015000000003055902
196,1473.4615000000003,1473.4615000000003,1473.46,0.0015000000003055902,0.0015000000003055902
197,1479.9615000000003,1479.9615000000003,1479.96,0.0015000000003055902,0.0015000000003055902
198,1505.4615000000003,1505.4615000000003,1505.46,0.0015000000003055902,0.0015000000003055902
199,1497.8215000000002,1497.8215,1497.82,0.0015000000003055902,0.0015000000000782165
200,1500.2815000000005,1500.2815000000003,1500.28,0.001500000000532964,0.0015000000003055902
201,1541.6715000000004,1541.6715000000006,1541.67,0.0015000000003055902,0.001500000000532964
202,1514.9015000000004,1514.9015000000004,1514.9,0.0015000000003055902,0.0015000000003055902
203,1526.4615000000003,1526.4615000000003,1526.46,0.0015000000003055902,0.0015000000003055902
204,1662.8715000000002,1662.8715000000002,1662.87,0.0015000000003055902,0.0015000000003055902
205,1544.4615000000003,1544.4615000000003,1544.46,0.0015000000003055902,0.0015000000003055902
206,1571.9515000000004,1571.9515000000004,1571.95,0.0015000000003055902,0.0015000000003055902
207,1567.4315000000004,1567.4315000000006,1567.43,0.0015000000003055902,0.001500000000532964
208,1576.7815000000005,1576.7815000000003,1576.78,0.001500000000532964,0.0015000000003055902
209,1572.3715000000002,1572.3715000000002,1572.37,0.0015000000003055902,0.0015000000003055902
210,1603.8715000000002,1603.8715000000002,1603.87,0.0015000000003055902,0.0015000000003055902
211,1596.4615000000003,1596.4615000000003,1596.46,0.0015000000003055902,0.0015000000003055902
212,1666.0115000000003,1666.0115000000003,1666.01,0.0015000000003055902,0.0015000000003055902
213,1620.4215000000004,1620.4215000000006,1620.42,0.0015000000003055902,0.001500000000532964
214,1709.0415000000005,1709.0415000000003,1709.04,0.001500000000532964,0.0015000000003055902
215,1612.4915000000003,1612.4915000000003,1612.49,0.0015000000003055902,0.0015000000003055902
216,1666.8315000000002,1666.8315,1666.83,0.0015000000003055902,0.0015000000000782165
217,1661.4315000000004,1661.4315000000006,1661.43,0.0015000000003055902,0.001500000000532964
218,1727.7915000000005,1727.7915000000003,1727.79,0.001500000000532964,0.0015000000003055902
219,1653.3215000000002,1653.3215,1653.32,0.0015000000003055902,0.0015000000000782165
220,1677.7715000000003,1677.7715000000003,1677.77,0.0015000000003055902,0.0015000000003055902
221,1696.2215000000003,1696.2215000000003,1696.22,0.0015000000003055902,0.0015000000003055902
222,1683.9115000000004,1683.9115000000006,1683.91,0.0015000000003055902,0.001500000000532964
223,1694.3215000000002,1694.3215,1694.32,0.0015000000003055902,0.0015000000000782165
224,1688.8815000000004,1688.8815000000004,1688.88,0.0015000000003055902,0.0015000000003055902
225,1691.3215000000002,1691.3215,1691.32,0.0015000000003055902,0.0015000000000782165
226,4617.9615,4617.9615,4617.96,0.0015000000003055902,0.0015000000003055902
227,1703.5015000000003,1703.5015000000003,1703.5,0.0015000000003055902,0.0015000000003055902
228,1748.9215000000004,1748.9215000000006,1748.92,0.0015000000003055902,0.001500000000532964
229,1722.3815000000004,1722.3815000000004,1722.38,0.0015000000003055902,0.0015000000003055902
230,1768.8915000000004,1768.8915000000004,1768.89,0.0015000000003055902,0.0015000000003055902
231,1736.4015000000004,1736.4015000000004,1736.4,0.0015000000003055902,0.0015000000003055902
232,1749.8115000000005,1749.8115,1749.81,0.001500000000532964,0.0015000000000782165
233,1754.4315000000004,1754.4315000000006,1754.43,0.0015000000003055902,0.001500000000532964
234,1768.9415000000004,1768.9415000000006,1768.94,0.0015000000003055902,0.001500000000532964
235,3577.4015000000004,3577.4015000000004,3577.4,0.0015000000003055902,0.0015000000003055902
236,1820.8115000000005,1820.8115,1820.81,0.001500000000532964,0.0015000000000782165
237,1812.2615000000003,1812.2615,1812.26,0.0015000000003055902,0.0015000000000782165
238,1786.7715000000003,1786.7715000000003,1786.77,0.0015000000003055902,0.0015000000003055902
239,1800.4015000000004,1800.4015000000004,1800.4,0.0015000000003055902,0.0015000000003055902
240,1811.8915000000004,1811.8915000000004,1811.89,0.0015000000003055902,0.0015000000003055902
241,1816.4315000000004,1816.4315000000006,1816.43,0.0015000000003055902,0.001500000000532964
242,1850.7115000000003,1850.7115000000001,1850.71,0.0015000000003055902,0.0015000000000782165
243,1834.1515000000004,1834.1515000000004,1834.15,0.0015000000003055902,0.0015000000003055902
244,1858.6615000000004,1858.6615000000006,1858.66,0.0015000000003055902,0.001500000000532964
245,1843.2215000000003,1843.2215,1843.22,0.0015000000003055902,0.0015000000000782165
246,1872.7515000000003,1872.7515,1872.75,0.0015000000003055902,0.0015000000000782165
247,6123.3315,6123.3315,6123.33,0.0015000000003055902,0.0015000000003055902
248,1886.8015000000005,1886.8015,1886.8,0.001500000000532964,0.0015000000000782165
249,1892.2515000000003,1892.2515,1892.25,0.0015000000003055902,0.0015000000000782165
250,1885.8815000000004,1885.8815000000004,1885.88,0.0015000000003055902,0.0015000000003055902
251,1932.3815000000004,1932.3815000000004,1932.38,0.0015000000003055902,0.0015000000003055902
252,1907.8815000000004,1907.8815000000004,1907.88,0.0015000000003055902,0.0015000000003055902
253,1906.3715,1906.3715000000002,1906.37,0.0015000000000782165,0.0015000000003055902
254,1953.8815000000004,1953.8815000000004,1953.88,0.0015000000003055902,0.0015000000003055902
255,2701.2715000000003,2701.2715000000003,2701.27,0.0015000000003055902,0.0015000000003055902
256,1922.6815000000004,1922.6815000000006,1922.68,0.0015000000003055902,0.001500000000532964
257,1946.1715000000004,1946.1715000000006,1946.17,0.0015000000003055902,0.001500000000532964
258,1992.6715000000004,1992.6715000000006,1992.67,0.0015000000003055902,0.001500000000532964
259,1946.1015,1946.1015000000002,1946.1,0.0015000000000782165,0.0015000000003055902
260,1975.5015000000003,1975.5015,1975.5,0.0015000000003055902,0.0015000000000782165
