Job ID,Megha Centralised Job Completion Time,Megha Distributed Job Completion Time,Ideal Job Completion Time
89,1472400.0015000002,1472400.0015000002,1472400.0
90,1472442.0015000002,1472442.0015000002,1472442.0
91,1472417.0015000002,1472417.0015000002,1472417.0
92,1472551.0015000002,1472551.0015000002,1472551.0
93,1472558.0015000002,1472558.0015000002,1472558.0
94,1472402.0115000005,1472402.0115000005,1472402.01
95,1472563.0015000002,1472563.0015000002,1472563.0
96,1473315.0115000005,1473315.0115000005,1473315.01
97,1473364.0215000005,1473364.0215000005,1473364.02
98,1472404.0315000005,1472404.0315000005,1472404.03
99,1473648.0015000002,1473648.0015000002,1473648.0
100,1477548.0115000005,1477548.0115000005,1477548.01
101,1472529.0015000002,1472529.0015000002,1472529.0
102,1472545.0015000002,1472545.0015000002,1472545.0
103,1473612.0015000002,1473612.0015000002,1473612.0
104,1473610.0015000002,1473610.0015000002,1473610.0
105,1477489.0015000002,1477489.0015000002,1477489.0
106,1479948.0095000016,1478427.0035000006,1477513.0
107,1474112.0035000006,1474110.0135000006,1473497.0
108,1473097.0035000006,1473119.0035000006,1472485.0
109,1474103.0035000006,1474173.0035000006,1473493.0
110,1472646.0035000006,1472730.0135000006,1472216.0
111,1474491.0035000006,1474509.0035000006,1474074.0
112,1472552.0035000006,1472684.015500001,1472148.0
113,1472549.0035000006,1472575.0035000006,1472188.0
114,1474375.0035000006,1474416.0135000006,1474021.0
115,1474769.005500001,1475488.0075000012,1474045.0
116,1503970.0175000029,1510298.0215000035,1497746.0
117,1490247.0035000006,1490224.0035000006,1489870.01
118,1472575.0035000006,1472733.0135000006,1472248.0
119,1472542.0035000006,1472615.0035000006,1472227.0
120,1472431.0035000006,1472567.0135000006,1472144.0
121,1472572.0035000006,1472601.0135000006,1472322.0
122,1472486.0035000006,1472625.0035000006,1472251.0
123,1473546.0035000006,1473645.0035000006,1473383.0
124,1473509.0035000006,1473636.0035000006,1473349.0
125,1473799.005500001,1473788.0035000006,1473349.0
126,1500996.0515000068,1476536.0135000022,1473395.01
127,1473254.0035000006,1473994.0095000016,1473088.0
128,1475056.0035000006,1475142.0035000006,1474928.0
129,1472776.0035000006,1472886.0035000006,1472661.01
130,1475084.0035000006,1475230.0135000006,1474965.02
131,1472516.0035000006,1472634.0135000006,1472423.0
132,1472358.0035000006,1472465.0135000006,1472256.0
133,1472365.0035000006,1472475.0035000006,1472274.01
134,1472282.0035000006,1472381.0035000006,1472204.0
135,1472519.0035000006,1472537.0035000006,1472466.0
136,1473116.0035000006,1473127.0035000006,1473065.01
137,1473096.0035000006,1473220.0135000006,1473035.02
138,1472161.0135000006,1472279.0135000006,1472135.0
139,1472432.0035000006,1472534.0035000006,1472401.0
140,1472418.0035000006,1472517.0135000006,1472399.0
141,1472329.0035000006,1472399.0035000006,1472309.01
142,1472485.0035000006,1472544.0035000006,1472454.02
143,1472344.0035000006,1472548.0135000006,1472323.0
144,1472353.0035000006,1472656.005500001,1472322.01
145,1472480.0035000006,1472711.0035000006,1472454.02
146,1472282.0035000006,1472461.0135000006,1472261.03
147,1472472.0035000006,1472671.0035000006,1472399.04
148,1472189.0035000006,1472338.0135000006,1472182.0
149,1472204.0035000006,1472347.0135000006,1472197.01
150,1481566.0035000006,1481735.0135000006,1481551.02
151,1472182.0035000006,1472335.0135000006,1472172.03
152,1472173.0035000006,1472373.0035000006,1472165.04
153,1472168.0035000006,1472387.0135000006,1472159.0
154,1473207.0035000006,1473369.0135000006,1473205.0
155,1472885.0035000006,1473113.0195000016,1472883.01
156,1473039.0035000006,1473260.005500001,1473037.02
157,1472906.0035000006,1473109.0035000006,1472904.03
158,1472421.0035000006,1472597.0135000006,1472419.04
159,1473213.0095000016,1491455.083500012,1472435.0
160,1472191.0135000006,1472371.0035000006,1472191.0
161,1472771.005500001,1472955.005500001,1472771.0
162,1472210.005500001,1472403.015500001,1472207.0
163,1481542.0035000006,1481698.0035000006,1481541.0
164,1472235.005500001,1472380.0175000012,1472235.0
165,1473022.005500001,1473141.015500001,1473022.0
166,1473184.0135000006,1473308.0035000006,1473184.01
167,1473033.0035000006,1473356.0075000012,1473021.0
168,1472237.005500001,1472352.015500001,1472235.0
169,1472257.0135000006,1472372.015500001,1472257.0
170,1473168.0035000006,1473294.0335000006,1473168.0
171,1472609.005500001,1472728.0035000006,1472607.01
172,1472346.0075000012,1472466.0035000006,1472345.02
173,1472735.0135000006,1472832.0035000006,1472632.0
174,1472389.0135000006,1472494.0035000006,1472388.0
175,1472436.015500001,1472510.0035000006,1472428.01
176,1472288.0135000006,1472352.0035000006,1472286.0
177,1472632.005500001,1472695.0035000006,1472629.01
178,1472674.0035000006,1472781.0135000006,1472629.0
179,1472862.005500001,1472907.0035000006,1472861.0
180,1472886.005500001,1472889.0035000006,1472877.0
181,1473296.005500001,1473343.0035000006,1473296.0
182,1472416.005500001,1472435.0035000006,1472412.01
183,1472398.0135000006,1472456.0175000012,1472392.02
184,1473413.0035000006,1476473.0075000012,1473295.0
185,1472452.0035000006,1472478.0035000006,1472441.01
186,1472345.0135000006,1472379.0135000006,1472343.0
187,1472354.005500001,1472382.0135000006,1472354.0
188,1472725.005500001,1472766.015500001,1472724.0
189,1472720.005500001,1472762.015500001,1472718.0
190,1472772.0035000006,1474720.011500002,1472723.0
191,1474388.0075000012,1474409.0135000006,1474388.0
192,1474386.005500001,1474409.0035000006,1474386.0
193,1472766.0335000006,1472796.0035000006,1472746.0
194,1473314.0135000006,1473333.005500001,1473314.0
195,1472426.0135000006,1472426.0135000006,1472426.0
196,1472495.0335000006,1472496.0175000012,1472495.01
197,1472454.0035000006,1472454.0135000006,1472453.0
198,1472501.005500001,1472508.005500001,1472501.0
199,1472498.005500001,1472503.005500001,1472496.01
200,1473182.0035000006,1473187.005500001,1473180.02
201,1472466.0035000006,1472490.015500001,1472465.0
202,1472510.005500001,1472512.005500001,1472505.0
203,1472489.005500001,1472493.005500001,1472489.0
204,1472663.0035000006,1472663.005500001,1472659.0
205,1472587.0035000006,1472586.005500001,1472583.01
206,1472612.035500001,1472613.005500001,1472611.0
207,1472815.035500001,1472818.005500001,1472815.0
208,1472619.005500001,1472625.0035000006,1472611.01
209,1472548.035500001,1472549.005500001,1472546.02
210,1473126.005500001,1473128.005500001,1473126.0
211,1473357.0135000006,1473356.005500001,1473354.01
212,1474423.035500001,1474422.005500001,1474420.02
213,1474080.035500001,1474082.005500001,1474080.03
214,1472759.0035000006,1472761.005500001,1472759.0
215,1473062.005500001,1479636.0435000055,1472800.0
216,1472729.005500001,1472729.0075000012,1472729.0
217,1472752.0175000012,1472752.0075000012,1472752.0
218,1472616.0135000006,1472613.0175000012,1472613.0
219,1472587.005500001,1472585.0175000012,1472585.01
220,1472585.005500001,1472585.005500001,1472585.0
221,1472956.0135000006,1472956.0075000012,1472955.0
222,1472695.005500001,1472695.0195000016,1472695.0
223,1472737.0135000006,1472739.0095000016,1472736.01
224,1472637.005500001,1472639.0095000016,1472636.02
225,1472593.015500001,1472595.0095000016,1472593.0
226,1472609.005500001,1472611.0075000012,1472608.0
227,1472958.0075000012,1472964.0195000016,1472958.0
228,1472597.0035000006,1472603.0075000012,1472596.01
229,1472771.0075000012,1472776.021500002,1472771.0
230,1474356.015500001,1474362.0035000006,1474356.0
231,1473073.0035000006,1473077.011500002,1473071.01
232,1474021.0075000012,1474028.015500001,1474020.02
233,1473289.0175000012,1473299.0075000012,1473287.03
234,1503661.059500008,1481898.0295000032,1474383.0
235,1473877.0095000016,1473689.0095000016,1473097.01
236,1474745.041500002,1483099.0415000052,1474031.02
237,1473651.0095000016,1474052.0075000012,1473302.03
238,1473446.0035000006,1473446.0035000006,1473446.0
239,1472871.0075000012,1472872.0095000016,1472871.0
240,1472928.0075000012,1472935.0035000006,1472928.0
241,1472896.0035000006,1472899.0075000012,1472896.0
242,1473399.005500001,1473482.035500001,1473399.0
243,1473189.0075000012,1473792.0075000012,1473156.01
244,1473387.035500001,1473386.0075000012,1473386.0
245,1472870.0075000012,1472875.0075000012,1472870.0
246,1472868.005500001,1472875.005500001,1472866.01
247,1472939.0135000006,1472945.015500001,1472939.0
248,1473818.0095000016,1474600.005500001,1473381.0
249,1472752.0075000012,1472767.0075000012,1472751.0
250,1472884.015500001,1472888.011500002,1472884.0
251,1472886.015500001,1472893.005500001,1472885.01
252,1472670.015500001,1472673.0035000006,1472669.0
253,1472700.0035000006,1472703.0035000006,1472700.0
254,1473050.0075000012,1473059.0035000006,1473049.01
255,1474180.0035000006,1474180.0135000006,1474178.0
256,1474202.0135000006,1474402.005500001,1474201.0
257,1472881.0035000006,1472885.0175000012,1472880.0
258,1472706.0035000006,1472721.0035000006,1472702.01
259,1473510.0075000012,1473526.0035000006,1473508.02
260,1472845.005500001,1472856.021500002,1472840.03
261,1472904.0135000006,1472973.005500001,1472856.0
262,1472976.035500001,1472988.005500001,1472976.0
263,1472722.0035000006,1472723.005500001,1472722.0
264,1472962.0075000012,1472979.0035000006,1472961.01
265,1472723.0035000006,1472735.0035000006,1472721.0
266,1472853.005500001,1472865.0035000006,1472852.01
267,1472873.005500001,1472871.0035000006,1472871.0
268,1472871.005500001,1472883.0075000012,1472869.0
269,1472757.0035000006,1472759.0035000006,1472757.0
270,1472788.0075000012,1472798.0035000006,1472788.0
271,1473143.0075000012,1473143.0095000016,1473143.0
272,1472797.0035000006,1472798.0075000012,1472797.0
273,1472889.0095000016,1472891.0235000022,1472889.0
274,1473038.011500002,1473039.0035000006,1473038.0
275,1472952.0035000006,1472966.0035000006,1472951.01
276,1472847.011500002,1472849.0095000016,1472846.02
277,1473130.0175000012,1473141.0035000006,1473129.03
278,1473129.005500001,1473129.0075000012,1473129.0
279,1473023.0395000016,1473108.0195000016,1473020.01
280,1472870.0035000006,1472895.0035000006,1472870.0
281,1472963.0135000006,1472968.0075000012,1472963.0
282,1472842.015500001,1472852.0035000006,1472842.0
283,1472962.0035000006,1472975.0035000006,1472962.0
284,1472971.0075000012,1473096.015500001,1472962.0
285,1473152.015500001,1473152.0035000006,1473152.0
286,1473482.0175000012,1473485.0035000006,1473482.01
287,1472916.005500001,1472922.011500002,1472915.02
288,1472988.0035000006,1472998.0035000006,1472986.03
289,1473969.015500001,1482944.0215000035,1473481.0
290,1472942.005500001,1472942.0095000016,1472942.0
291,1472937.011500002,1472943.0095000016,1472937.0
292,1472949.005500001,1472950.015500001,1472949.0
293,1472953.0375000013,1472957.0095000016,1472953.0
294,1472950.005500001,1472950.0095000016,1472950.0
295,1472966.0095000016,1472966.0075000012,1472966.0
296,1473244.0135000022,1473246.0035000006,1473244.01
297,1474319.0035000006,1474320.0035000006,1474317.02
298,1473388.0175000012,1473392.011500002,1473387.03
299,1473114.005500001,1473119.011500002,1473113.04
300,1473074.005500001,1473081.0175000012,1473073.05
301,1473439.005500001,1473729.0075000012,1473132.0
302,1473398.0035000006,1473398.0035000006,1473398.0
303,1473648.0095000016,1473649.0095000016,1473648.0
304,1473073.0175000012,1473073.005500001,1473073.0
305,1473071.011500002,1473077.0035000006,1473071.0
306,1473013.0035000006,1473016.0075000012,1473013.0
307,1473138.0035000006,1473143.0035000006,1473138.0
308,1473385.005500001,1473389.0095000016,1473385.0
309,1473387.0035000006,1473387.0095000016,1473387.0
310,1473393.005500001,1473429.0135000006,1473386.0
311,1473059.0095000016,1473063.011500002,1473059.0
312,1473023.0175000012,1473028.0095000016,1473023.01
313,1473567.0075000012,1473571.0035000006,1473566.0
314,1473385.005500001,1473396.0095000016,1473383.01
315,1473111.011500002,1473119.0035000006,1473110.0
316,1473058.0075000012,1473064.0175000012,1473058.0
317,1473058.0035000006,1473066.011500002,1473057.0
318,1473057.0075000012,1473066.0035000006,1473057.0
319,1473058.0035000006,1473060.0075000012,1473058.0
320,1473049.0175000012,1473051.0075000012,1473049.01
321,1473260.0395000016,1473287.0095000016,1473260.02
322,1473345.011500002,1473344.011500002,1473340.03
323,1473070.011500002,1473079.0135000022,1473067.04
324,1473161.0395000016,1473174.0035000006,1473160.05
325,1473064.011500002,1473095.0035000006,1473062.06
326,1474033.011500002,1474066.005500001,1474031.07
327,1474200.015500001,1474227.0035000006,1474199.08
328,1473634.0175000012,1473663.0195000016,1473634.0
329,1473064.011500002,1473095.0035000006,1473062.01
330,1473599.005500001,1474328.0035000006,1473595.0
331,1473103.0195000016,1473118.0155000023,1473101.0
332,1473068.0135000022,1473083.0035000006,1473066.0
333,1473097.0395000016,1473115.005500001,1473097.0
334,1473248.0195000016,1473264.005500001,1473246.01
335,1473162.0375000013,1473180.0095000016,1473161.02
336,1473096.011500002,1473123.0035000006,1473094.03
337,1473144.0075000012,1473183.0195000016,1473143.04
338,1473072.0075000012,1473091.0195000016,1473072.0
339,1473269.0175000012,1473290.0135000022,1473269.01
340,1473318.015500001,1473339.0035000006,1473318.0
341,1473321.0075000012,1473397.011500002,1473319.0
342,1473448.005500001,1473463.0135000022,1473448.0
343,1473461.011500002,1473478.0255000023,1473460.01
344,1473958.0075000012,1473974.0155000023,1473957.02
345,1473981.005500001,1474107.0075000012,1473957.0
346,1473098.0135000006,1473122.0035000006,1473097.01
347,1473126.0075000012,1473133.021500002,1473126.0
348,1473245.0095000016,1473248.0035000006,1473245.0
349,1474015.0075000012,1474020.021500002,1474014.01
350,1473302.0095000016,1473303.005500001,1473244.0
351,1473221.0035000006,1473221.005500001,1473220.01
352,1474035.005500001,1474169.0095000016,1474013.02
353,1473247.0075000012,1473248.0175000029,1473247.0
354,1473235.0095000016,1473244.0075000012,1473234.0
355,1473149.0075000012,1473152.0035000006,1473149.0
356,1473437.0075000012,1473440.0035000006,1473436.01
357,1473277.0095000016,1473279.0195000016,1473275.02
358,1473454.0075000012,1473457.0075000012,1473452.03
359,1473442.0195000016,1473441.0095000016,1473437.0
360,1473226.005500001,1473227.0035000006,1473226.0
361,1473434.005500001,1473434.0095000016,1473434.0
362,1473177.005500001,1473175.0175000012,1473175.01
363,1473223.0375000013,1473226.0035000006,1473222.02
364,1474784.005500001,1474785.011500002,1474783.03
365,1473446.005500001,1473451.0035000006,1473445.04
366,1473450.0095000016,1473493.0095000016,1473442.0
367,1473592.0035000006,1473592.0035000006,1473592.0
368,1488190.0375000013,1488192.0035000006,1488190.01
369,1473435.0035000006,1473436.0035000006,1473435.0
370,1473190.005500001,1473192.0035000006,1473190.0
371,1473403.005500001,1473406.0095000016,1473403.0
372,1473214.0035000006,1473220.0075000012,1473214.0
373,1473213.005500001,1473219.005500001,1473213.0
374,1473500.015500001,1473501.0035000006,1473500.0
375,1473369.0375000013,1473378.0035000006,1473369.0
376,1473370.005500001,1473381.0035000006,1473369.0
377,1473315.011500002,1473328.0035000006,1473313.01
378,1692498.0035000006,1692506.0035000006,1692498.0
379,1473299.0195000016,1473301.0035000006,1473299.0
380,1473503.021500002,1473502.0075000012,1473502.0
381,1473534.0135000022,1473535.0035000006,1473534.0
382,1473481.0035000006,1473483.005500001,1473480.01
383,1473494.0035000006,1473517.0095000016,1473483.0
384,1473693.0135000022,1473693.0095000016,1473693.0
385,1473303.0095000016,1473302.021500002,1473302.0
386,1473304.011500002,1473304.015500001,1473303.01
387,1473316.0195000016,1473319.0035000006,1473316.0
388,1473529.0195000016,1473532.0075000012,1473529.0
389,1473327.0135000022,1473329.0075000012,1473327.0
390,1473329.0135000022,1473329.0035000006,1473329.0
391,1473332.0195000016,1473333.0075000012,1473332.0
392,1473680.0135000022,1473680.005500001,1473680.0
393,1473680.0135000022,1473683.0075000012,1473680.0
394,1473681.005500001,1473681.0075000012,1473680.0
395,1474775.021500002,1474780.0235000022,1474775.0
396,1473698.0135000022,1473704.005500001,1473697.01
397,1473482.0175000012,1473485.0095000016,1473481.02
398,1473449.005500001,1473452.0095000016,1473448.03
399,1473372.0135000022,1473377.005500001,1473370.04
400,1474767.0175000012,1474772.005500001,1474765.05
401,1473343.0135000022,1473349.005500001,1473342.06
402,1473814.0155000023,1473821.005500001,1473813.07
403,1473688.011500002,1473695.005500001,1473687.08
404,1473696.015500001,1473702.005500001,1473694.09
405,1473604.0135000022,1473612.0035000006,1473602.1
406,1473465.0075000012,1473474.0035000006,1473463.11
407,1474766.0095000016,1474942.0155000023,1474764.0
408,1473493.0135000022,1473502.0035000006,1473493.01
409,1473696.0155000023,1473762.0035000006,1473695.02
410,1473363.0035000006,1473363.0035000006,1473363.0
411,1473365.0155000023,1473366.0035000006,1473365.01
412,1473569.0035000006,1473570.0035000006,1473569.0
413,1473384.015500001,1473387.005500001,1473384.01
414,1477518.0035000006,1477525.0135000022,1477517.02
415,1473480.0135000006,1473492.0075000012,1473479.03
416,1473698.0095000016,1473712.0035000006,1473697.04
417,1473566.021500002,1473568.005500001,1473566.0
418,1473502.0195000016,1473508.0075000012,1473501.01
419,1473699.0095000016,1473741.0095000016,1473694.02
420,1473681.0135000022,1473686.0235000006,1473681.0
421,1473673.0155000023,1473678.0035000006,1473673.01
422,1473674.0095000016,1473676.005500001,1473674.0
423,1473676.0235000006,1473692.0095000016,1473674.01
424,1473677.0135000022,1473680.0095000016,1473676.02
425,1473411.011500002,1473417.0035000006,1473411.0
426,1473508.0135000022,1473509.015500001,1473508.0
427,1473674.011500002,1473678.0075000012,1473673.0
428,1473796.0135000006,1473800.0155000023,1473796.01
429,1473801.0035000006,1473801.0075000012,1473798.0
430,1473441.0035000006,1473441.0035000006,1473441.0
431,1473432.0135000022,1473434.0035000006,1473432.0
432,1473514.0035000006,1473514.0035000006,1473514.0
433,1473542.005500001,1473547.005500001,1473542.0
434,1473625.0195000016,1473611.0095000016,1473545.01
435,1474355.0135000022,1474364.0035000006,1474355.0
436,1474347.021500002,1474350.0075000012,1474346.0
437,1474288.0135000022,1474321.005500001,1474287.01
438,1473633.0075000012,1473634.0155000023,1473633.0
439,1482124.005500001,1482128.0035000006,1482124.0
440,1473710.011500002,1473713.0035000006,1473710.0
441,1473625.005500001,1473627.0275000029,1473625.0
442,1474049.005500001,1474048.0075000012,1474046.0
443,1473911.005500001,1473911.0095000016,1473911.0
444,1473543.041500002,1473547.0095000016,1473543.01
445,1473950.0035000006,1473950.0035000006,1473950.0
446,1473675.0035000006,1473675.0035000006,1473674.01
447,1473646.0135000022,1473646.0175000029,1473645.02
448,1473566.0035000006,1473566.0035000006,1473563.03
449,1473614.0235000022,1473615.011500002,1473614.0
450,1474519.0135000006,1474521.0035000006,1474518.0
451,1475348.011500002,1475431.0035000006,1475342.0
452,1473552.011500002,1473552.011500002,1473552.0
453,1473623.011500002,1473624.0035000006,1473623.0
454,1473618.0035000006,1473618.0035000006,1473618.0
455,1473997.0155000023,1473998.0095000016,1473997.01
456,1473668.005500001,1473668.011500002,1473667.02
457,1473617.0195000016,1473617.011500002,1473617.0
458,1473618.0235000022,1473618.005500001,1473617.01
459,1473631.015500001,1473664.0095000016,1473623.0
460,1473571.011500002,1473571.0095000016,1473571.0
461,1473702.0155000023,1473703.0095000016,1473701.0
462,1473564.0175000012,1473565.0095000016,1473563.01
463,1473698.011500002,1473699.011500002,1473698.0
464,1473885.015500001,1473885.0255000023,1473885.0
465,1473935.0035000006,1473935.0035000006,1473935.0
466,1473896.0175000012,1473897.0035000006,1473896.0
467,1473937.0075000012,1473941.0095000016,1473936.01
468,1474312.0035000006,1474312.0035000006,1474312.0
469,1473735.0155000023,1473736.0035000006,1473735.0
470,1473595.041500002,1473596.0035000006,1473595.0
471,1473972.0155000023,1473978.0175000012,1473972.01
472,1473979.0035000006,1473986.0155000023,1473978.02
473,1474060.0075000012,1474340.0075000012,1473970.0
474,1474155.005500001,1487955.0935000137,1473976.01
475,1479954.005500001,1479955.0035000006,1479954.0
476,1473619.0155000023,1473619.005500001,1473619.0
477,1473856.005500001,1473857.0035000006,1473856.0
478,1473662.0035000006,1473666.0035000006,1473662.0
479,1473716.0035000006,1473719.0035000006,1473716.0
480,1473651.0135000022,1473651.0075000012,1473651.0
481,1473652.0135000006,1473654.015500001,1473651.01
482,1473645.0095000016,1473647.0075000012,1473644.02
483,1473648.0035000006,1473651.005500001,1473648.0
484,1473647.0075000012,1473648.0035000006,1473647.0
485,1473888.0035000006,1473888.0035000006,1473888.0
486,1473906.0135000022,1473906.005500001,1473905.01
487,1473662.0075000012,1473662.005500001,1473662.0
488,1473683.0135000022,1473686.0175000012,1473683.0
489,1473688.0135000022,1473691.0035000006,1473688.0
490,1473912.011500002,1473911.0155000023,1473904.01
491,1473888.011500002,1473898.021500002,1473887.02
492,1473878.0095000016,1473878.011500002,1473877.03
493,1479941.0155000023,1479950.011500002,1479939.04
494,1479940.0135000022,1479939.011500002,1479939.0
495,1473687.0075000012,1473689.0035000006,1473687.0
496,1479749.005500001,1479752.0035000006,1479749.0
497,1479647.0135000022,1479661.005500001,1479647.01
498,1473697.005500001,1473703.0075000012,1473696.02
499,1474183.0035000006,1474183.0035000006,1474183.0
500,1473965.0135000022,1473966.005500001,1473964.01
501,1473928.0135000022,1473928.005500001,1473926.02
502,1473711.015500001,1473716.0075000012,1473710.03
503,1473965.0135000022,1473981.0135000022,1473963.0
504,1473824.005500001,1473825.005500001,1473824.0
505,1473959.0155000023,1473961.0035000006,1473959.01
506,1473960.011500002,1473967.0075000012,1473958.0
507,1473873.011500002,1473874.0035000006,1473873.0
508,1473924.0135000006,1473926.0035000006,1473924.01
509,1473928.0035000006,1473928.0035000006,1473926.0
510,1474158.0135000006,1474174.0035000006,1474157.01
511,1479731.0095000016,1479743.0035000006,1479730.02
512,1478515.0095000016,1478530.0075000012,1478514.03
513,1479919.0095000016,1481686.005500001,1479726.0
514,1506694.09150001,1503059.119500018,1478371.01
515,1474089.0095000016,1474104.011500002,1474088.02
516,1474157.0095000016,1474156.0095000016,1474155.0
517,1473780.005500001,1473782.0035000006,1473779.01
518,1474059.005500001,1474062.011500002,1474057.02
519,1473784.011500002,1473786.0035000006,1473782.03
520,1474202.0075000012,1474206.0095000016,1474201.04
521,1475956.0075000012,1475960.011500002,1475955.05
522,1479629.0155000023,1479633.0095000016,1479628.06
523,1479751.011500002,1481189.0215000035,1479628.0
524,1474058.005500001,1474059.0155000023,1474056.01
525,1473786.0095000016,1473788.0035000006,1473785.0
526,1473912.0095000016,1473922.021500002,1473912.0
527,1473975.0155000023,1473987.0035000006,1473975.01
528,1473881.011500002,1473892.0035000006,1473879.02
529,1473807.011500002,1473819.011500002,1473806.03
530,1473912.0175000012,1473912.0095000016,1473912.0
531,1473880.005500001,1473881.0135000006,1473879.01
532,1475032.0035000006,1475032.0035000006,1475032.0
533,1474661.0155000023,1474662.0035000006,1474661.01
534,1474651.0035000006,1474652.005500001,1474650.02
535,1473814.0095000016,1473814.021500002,1473814.0
536,1473901.011500002,1473903.011500002,1473901.0
537,1476428.0095000016,1476459.0135000006,1476415.0
538,1476435.0035000006,1476434.0135000022,1476434.01
539,1473831.005500001,1473831.0035000006,1473830.02
540,1474709.0075000012,1474712.005500001,1474707.03
541,1473825.011500002,1473829.005500001,1473824.04
542,1474256.005500001,1474258.0035000006,1474256.0
543,1473912.0135000006,1473912.005500001,1473912.0
544,1473834.0075000012,1473835.0035000006,1473834.0
