Job ID,Megha Centralised Job Completion Time,Megha Distributed Job Completion Time,Ideal Job Completion Time,Megha Centralised Delay in Job Completion Time,Megha Distributed Delay in Job Completion Time
1,367531.2015000001,367531.2015000001,367531.2,0.001500000071246177,0.001500000071246177
2,356223.60150000005,356223.60150000005,356223.6,0.001500000071246177,0.001500000071246177
3,330575.60150000005,330575.60150000005,330575.6,0.001500000071246177,0.001500000071246177
4,343415.60150000005,343415.60150000005,343415.6,0.001500000071246177,0.001500000071246177
5,335185.4015000001,335185.4015000001,335185.4,0.001500000071246177,0.001500000071246177
6,320034.80150000006,320034.80150000006,320034.8,0.001500000071246177,0.001500000071246177
7,319967.60150000005,319967.60150000005,319967.6,0.001500000071246177,0.001500000071246177
8,319960.80150000006,319960.80150000006,319960.8,0.001500000071246177,0.001500000071246177
9,319049.0015000001,319049.0015000001,319049.0,0.001500000071246177,0.001500000071246177
10,318515.0015000001,318515.0015000001,318515.0,0.001500000071246177,0.001500000071246177
11,318504.60150000005,318504.60150000005,318504.6,0.001500000071246177,0.001500000071246177
12,329000.80150000006,329000.80150000006,329000.8,0.001500000071246177,0.001500000071246177
13,328349.80150000006,328349.80150000006,328349.8,0.001500000071246177,0.001500000071246177
14,328058.2015000001,328058.2015000001,328058.2,0.001500000071246177,0.001500000071246177
15,315174.0015000001,315174.0015000001,315174.0,0.001500000071246177,0.001500000071246177
16,311909.0115000001,311909.0115000001,311909.01,0.001500000071246177,0.001500000071246177
17,333560.60150000005,333560.60150000005,333560.6,0.001500000071246177,0.001500000071246177
18,302409.60150000005,302409.60150000005,302409.6,0.001500000071246177,0.001500000071246177
19,307615.80150000006,307615.80150000006,307615.8,0.001500000071246177,0.001500000071246177
20,300021.4015000001,300021.4015000001,300021.4,0.001500000071246177,0.001500000071246177
21,304705.4115000001,304705.4115000001,304705.41000000003,0.001500000071246177,0.001500000071246177
22,299956.60150000005,299956.60150000005,299956.6,0.001500000071246177,0.001500000071246177
23,299955.0015000001,299955.0015000001,299955.0,0.001500000071246177,0.001500000071246177
24,299955.0115000001,299955.0115000001,299955.01,0.001500000071246177,0.001500000071246177
25,304636.0015000001,304636.0015000001,304636.0,0.001500000071246177,0.001500000071246177
26,314752.2015000001,314752.2015000001,314752.2,0.001500000071246177,0.001500000071246177
27,304635.2115000001,304635.2115000001,304635.21,0.001500000071246177,0.001500000071246177
28,302020.4015000001,302020.4015000001,302020.4,0.001500000071246177,0.001500000071246177
29,301757.80150000006,301757.80150000006,301757.8,0.001500000071246177,0.001500000071246177
30,301738.0015000001,301738.0015000001,301738.0,0.001500000071246177,0.001500000071246177
31,303955.0015000001,303955.0015000001,303955.0,0.001500000071246177,0.001500000071246177
32,303121.4015000001,303121.4015000001,303121.4,0.001500000071246177,0.001500000071246177
33,300187.80150000006,300187.80150000006,300187.8,0.001500000071246177,0.001500000071246177
34,300035.2015000001,300035.2015000001,300035.2,0.001500000071246177,0.001500000071246177
35,298204.80150000006,298204.80150000006,298204.8,0.001500000071246177,0.001500000071246177
36,300736.4015000001,300736.4015000001,300736.4,0.001500000071246177,0.001500000071246177
37,300590.4015000001,300590.4015000001,300590.4,0.001500000071246177,0.001500000071246177
38,300585.60150000005,300585.60150000005,300585.6,0.001500000071246177,0.001500000071246177
39,300568.60150000005,300568.60150000005,300568.6,0.001500000071246177,0.001500000071246177
